user_id,name,email,signup_date,is_active
2dd7a44c-ce42-4000-989d-9add32e1b23c,User_0,user0@example.com,2025-07-20 16:25:56,True
554141ad-26a8-444d-b5bd-a77174bab91e,User_1,user1@example.com,2025-07-20 16:25:56,False
25b5af84-184c-4fd1-9f33-ea985de7c774,User_2,user2@example.com,2025-07-20 16:25:56,True
c69851a0-a0e4-4976-823a-3127b707cea4,User_3,user3@example.com,2025-07-20 16:25:56,False
ecf69077-c7e2-4496-97e2-573b61e2ebf4,User_4,user4@example.com,2025-07-20 16:25:56,True
782214b2-4ad6-4fd9-b72a-71183dc9912e,User_5,user5@example.com,2025-07-20 16:25:56,False
fdca9e7f-2101-4675-aed3-cd70c1ce4dfa,User_6,user6@example.com,2025-07-20 16:25:56,True
14d0003e-4fe9-4479-a7a3-d425bd5aa4fc,User_7,user7@example.com,2025-07-20 16:25:56,False
5d79c641-73f3-4b38-8867-ede0859ea276,User_8,user8@example.com,2025-07-20 16:25:56,True
350f26e0-b9af-4a44-a072-1249b48f2242,User_9,user9@example.com,2025-07-20 16:25:56,False
9b14b662-5ddf-467b-ac21-bad58c1f8e0b,User_10,user10@example.com,2025-07-20 16:25:56,True
d70e366b-5ffd-46af-904e-24c843917ef6,User_11,user11@example.com,2025-07-20 16:25:56,False
a8c389a6-1235-4c78-8c5f-0b7fb4bc95c0,User_12,user12@example.com,2025-07-20 16:25:56,True
8b89ae84-cc8b-45c5-b000-9555f51836b2,User_13,user13@example.com,2025-07-20 16:25:56,False
7b710411-9518-414a-9313-5188d6719edb,User_14,user14@example.com,2025-07-20 16:25:56,True
afa8e937-ff7d-4bfa-88e3-2c93228b4a4f,User_15,user15@example.com,2025-07-20 16:25:56,False
e4ea1278-d701-4aa5-960d-9760ce54c0eb,User_16,user16@example.com,2025-07-20 16:25:56,True
e810372e-5b25-44c5-b9e9-0bb27fd9bc45,User_17,user17@example.com,2025-07-20 16:25:56,False
623a53f9-65d0-4073-ae40-75a46d5c2538,User_18,user18@example.com,2025-07-20 16:25:56,True
71a6f074-e138-4467-a058-067eb12c04e9,User_19,user19@example.com,2025-07-20 16:25:56,False
c2e6e6d4-a7d5-49e6-914f-1c1c44266325,User_20,user20@example.com,2025-07-20 16:25:56,True
719662ab-8e6a-47c0-b990-47527d2952b5,User_21,user21@example.com,2025-07-20 16:25:56,False
d1fb2b3f-aaf2-4535-a2ea-84c6d30ae177,User_22,user22@example.com,2025-07-20 16:25:56,True
0fdc23b0-7b9d-49bd-a1dd-0010482483c3,User_23,user23@example.com,2025-07-20 16:25:56,False
2ee5145e-4fd7-46c9-8565-cb01d8955e62,User_24,user24@example.com,2025-07-20 16:25:56,True
4dc36220-1765-44ec-9038-69e25476fd17,User_25,user25@example.com,2025-07-20 16:25:56,False
5c730fb8-fac5-4615-bfe1-1eb619094d76,User_26,user26@example.com,2025-07-20 16:25:56,True
0ab45dd5-3934-48ff-beb2-6dd1ff0e3104,User_27,user27@example.com,2025-07-20 16:25:56,False
b6625be1-01e6-47d3-9fb1-338ea6b5b4b3,User_28,user28@example.com,2025-07-20 16:25:56,True
10716f02-db06-4812-97ab-6979a0e9088e,User_29,user29@example.com,2025-07-20 16:25:56,False
443eaf21-4b07-4719-9a81-dec115f10098,User_30,user30@example.com,2025-07-20 16:25:56,True
450f42cf-e421-4583-9a9e-dfca562ffb3b,User_31,user31@example.com,2025-07-20 16:25:56,False
eb6a5a43-581f-48f4-9a1c-457f9556b6e0,User_32,user32@example.com,2025-07-20 16:25:56,True
ebd662d5-663b-42c2-9908-5a9bd8ca165c,User_33,user33@example.com,2025-07-20 16:25:56,False
6f69be3c-b465-4a58-b8a9-d0039105de86,User_34,user34@example.com,2025-07-20 16:25:56,True
a687576a-6fdd-4d37-a179-930a2fcd7767,User_35,user35@example.com,2025-07-20 16:25:56,False
c0237745-11ae-4f7a-80da-e02f5779c7e6,User_36,user36@example.com,2025-07-20 16:25:56,True
01737a15-f163-49da-a076-b040b46a0550,User_37,user37@example.com,2025-07-20 16:25:56,False
a1fa9e9b-b7fb-418a-9004-8942c1a570fe,User_38,user38@example.com,2025-07-20 16:25:56,True
068b6a1b-83fc-45a0-a81b-e892a0ef1daa,User_39,user39@example.com,2025-07-20 16:25:56,False
92cf4a56-8a6f-4cfc-a53e-49ae102c53b4,User_40,user40@example.com,2025-07-20 16:25:56,True
ef9f0157-2fd0-4f52-bc7a-6e309ac9d703,User_41,user41@example.com,2025-07-20 16:25:56,False
d09ca886-fa7d-41c7-885a-04f39a03d202,User_42,user42@example.com,2025-07-20 16:25:56,True
56fe4ef8-5d42-40c8-a2ad-30515f345035,User_43,user43@example.com,2025-07-20 16:25:56,False
f6f82d47-b747-4eee-bed8-db1f45642ad0,User_44,user44@example.com,2025-07-20 16:25:56,True
8fa3bbbb-24f5-4aa3-8ea4-956f6c89f138,User_45,user45@example.com,2025-07-20 16:25:56,False
8b920770-4e9a-4582-b2c3-eaa1d466f161,User_46,user46@example.com,2025-07-20 16:25:56,True
8b083ffc-d231-469c-bfdd-0fed63c43a0d,User_47,user47@example.com,2025-07-20 16:25:56,False
b64645cf-2b6c-46f3-ad03-46df46192a97,User_48,user48@example.com,2025-07-20 16:25:56,True
ec6c45a0-057d-4591-8711-179f88f35e63,User_49,user49@example.com,2025-07-20 16:25:56,False
03c3b54b-5370-4d32-9f2d-21ae1b744960,User_50,user50@example.com,2025-07-20 16:25:56,True
3e38a11e-c040-4b0e-a572-edb711f145a7,User_51,user51@example.com,2025-07-20 16:25:56,False
39a71387-78cb-46f7-bdd8-49b495cb936d,User_52,user52@example.com,2025-07-20 16:25:56,True
b2510316-2596-4c68-9c8c-a2da229edccd,User_53,user53@example.com,2025-07-20 16:25:56,False
c908e6b6-86d7-4941-81be-52163f2fd474,User_54,user54@example.com,2025-07-20 16:25:56,True
cf00947a-b6a1-4ad2-ac2b-dc2e37cc9a60,User_55,user55@example.com,2025-07-20 16:25:56,False
78408751-72ed-4e25-950d-6a58180ac6ec,User_56,user56@example.com,2025-07-20 16:25:56,True
a5c3dd4d-51af-4579-b433-f7943fbaba26,User_57,user57@example.com,2025-07-20 16:25:56,False
10e1aa24-9e7b-44f1-8f54-233ebcea8b28,User_58,user58@example.com,2025-07-20 16:25:56,True
